sample_id,release,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,data_type,filetype,library_layout,library_selection,shear_method,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
HG03579,2,NWM200a-1_S7_L002_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861671,NWM200a-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18236159466,5.88,0.521151,s3://human-pangenomics/working/HPRC/HG03579/raw_data/hic/NWM200a-1_S7_L002_R1_001.fastq.gz,18.24,add_to_index,,
HG03579,2,NWM200a-1_S7_L002_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN17861671,NWM200a-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18236294206,5.88,0.523932,s3://human-pangenomics/working/HPRC/HG03579/raw_data/hic/NWM200a-1_S7_L002_R2_001.fastq.gz,18.24,add_to_index,,
HG03583,2,HG03583-1_FC2_S15_L004_R1_001.fastq.gz,SRR30310806,SRP305758,PRJNA701308,SAMN41021645,HG03583-1_FC2_S15_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,9656429011,3.11,0.555637,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC2_S15_L004_R1_001.fastq.gz,9.66,HiC,,
HG03583,2,HG03583-1_FC2_S15_L004_R2_001.fastq.gz,SRR30310806,SRP305758,PRJNA701308,SAMN41021645,HG03583-1_FC2_S15_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,9656429011,3.11,0.555637,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC2_S15_L004_R2_001.fastq.gz,9.66,HiC,,
HG03583,2,HG03583-1_FC1_S15_L004_R1_001.fastq.gz,SRR30310807,SRP305758,PRJNA701308,SAMN41021645,HG03583-1_FC1_S15_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,10268000000,3.31,0.587735,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC1_S15_L004_R1_001.fastq.gz,10.27,HiC,,
HG03583,2,HG03583-1_FC1_S15_L004_R2_001.fastq.gz,SRR30310807,SRP305758,PRJNA701308,SAMN41021645,HG03583-1_FC1_S15_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,10268000000,3.31,0.587735,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC1_S15_L004_R2_001.fastq.gz,10.27,HiC,,
HG03583,2,HG03583-2_FC2_S16_L004_R1_001.fastq.gz,SRR30310804,SRP305758,PRJNA701308,SAMN41021645,HG03583-2_FC2_S16_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,11736739401,3.79,0.557892,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-2_FC2_S16_L004_R1_001.fastq.gz,11.74,HiC,,
HG03583,2,HG03583-2_FC2_S16_L004_R2_001.fastq.gz,SRR30310804,SRP305758,PRJNA701308,SAMN41021645,HG03583-2_FC2_S16_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,11736739401,3.79,0.557892,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-2_FC2_S16_L004_R2_001.fastq.gz,11.74,HiC,,
HG03583,2,HG03583-2_FC1_S16_L004_R1_001.fastq.gz,SRR30310805,SRP305758,PRJNA701308,SAMN41021645,HG03583-2_FC1_S16_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12121397556,3.91,0.559499,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-2_FC1_S16_L004_R1_001.fastq.gz,12.12,HiC,,
HG03583,2,HG03583-2_FC1_S16_L004_R2_001.fastq.gz,SRR30310805,SRP305758,PRJNA701308,SAMN41021645,HG03583-2_FC1_S16_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12121397556,3.91,0.559499,s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-2_FC1_S16_L004_R2_001.fastq.gz,12.12,HiC,,
HG03595,3,HG03595-1_FC1_S45_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,48460934038,15.63,0.445919,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-1_FC1_S45_L004_R2_001.fastq.gz,48.46,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-2_FC2_S46_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35003959904,11.29,0.458883,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-2_FC2_S46_L004_R1_001.fastq.gz,35.00,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-1_FC2_S45_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,49284042286,15.9,0.463706,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-1_FC2_S45_L004_R1_001.fastq.gz,49.28,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-2_FC1_S46_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,34291441489,11.06,0.466158,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-2_FC1_S46_L004_R2_001.fastq.gz,34.29,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-1_FC1_S45_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,48460934038,15.63,0.467423,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-1_FC1_S45_L004_R1_001.fastq.gz,48.46,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-2_FC1_S46_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,34291441489,11.06,0.484858,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-2_FC1_S46_L004_R1_001.fastq.gz,34.29,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-1_FC2_S45_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,49284042286,15.9,0.498069,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-1_FC2_S45_L004_R2_001.fastq.gz,49.28,HPRC-OmniC-100129Pools,,
HG03595,3,HG03595-2_FC2_S46_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,,HG03595-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35003959904,11.29,0.543003,s3://human-pangenomics/working/HPRC/HG03595/raw_data/hic/HG03595-2_FC2_S46_L004_R2_001.fastq.gz,35.00,HPRC-OmniC-100129Pools,,
HG03654,2,HG03654-2_FC4_S68_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13556378944,4.37,0.542664,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC4_S68_L004_R1_001.fastq.gz,13.56,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC4_S68_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13556378944,4.37,0.497219,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC4_S68_L004_R2_001.fastq.gz,13.56,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC3_S68_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,14042983692,4.53,0.572296,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC3_S68_L004_R1_001.fastq.gz,14.04,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC3_S68_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,14042983692,4.53,0.515431,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC3_S68_L004_R2_001.fastq.gz,14.04,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC1_S68_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,14651347743,4.73,0.540169,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC1_S68_L004_R1_001.fastq.gz,14.65,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC1_S68_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,14651347743,4.73,0.476361,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC1_S68_L004_R2_001.fastq.gz,14.65,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC2_S68_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,16866895243,5.44,0.527337,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC2_S68_L004_R1_001.fastq.gz,16.87,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-2_FC2_S68_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,16866895243,5.44,0.480375,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-2_FC2_S68_L004_R2_001.fastq.gz,16.87,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC4_S65_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,17842886612,5.76,0.545022,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC4_S65_L004_R1_001.fastq.gz,17.84,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC4_S65_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,17842886612,5.76,0.503586,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC4_S65_L004_R2_001.fastq.gz,17.84,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC3_S65_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18494256671,5.97,0.499212,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC3_S65_L004_R1_001.fastq.gz,18.49,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC3_S65_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18494256671,5.97,0.502325,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC3_S65_L004_R2_001.fastq.gz,18.49,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC1_S65_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19346107769,6.24,0.484565,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC1_S65_L004_R1_001.fastq.gz,19.35,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC1_S65_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19346107769,6.24,0.479219,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC1_S65_L004_R2_001.fastq.gz,19.35,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC2_S65_L004_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,21837594330,7.04,0.505723,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC2_S65_L004_R1_001.fastq.gz,21.84,HIC_Y3_Y4_part2,,
HG03654,2,HG03654-1_FC2_S65_L004_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN26237511,HG03654-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,21837594330,7.04,0.443684,s3://human-pangenomics/working/HPRC/HG03654/raw_data/hic/HG03654-1_FC2_S65_L004_R2_001.fastq.gz,21.84,HIC_Y3_Y4_part2,,
HG03669,2,HG03669-26a-2_S4_L003_R1_001.fastq.gz,SRR30613617,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L003_R1_001-2_S4_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12761568115,4.12,0.570245,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L003_R1_001.fastq.gz,12.76,HiC,,
HG03669,2,HG03669-26a-2_S4_L003_R2_001.fastq.gz,SRR30613617,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L003_R1_001-2_S4_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,12760767711,4.12,0.561149,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L003_R2_001.fastq.gz,12.76,HiC,,
HG03669,2,HG03669-26a-2_S4_L001_R1_001.fastq.gz,SRR30613619,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L001_R1_001-2_S4_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13324278089,4.3,0.582132,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L001_R1_001.fastq.gz,13.32,HiC,,
HG03669,2,HG03669-26a-2_S4_L001_R2_001.fastq.gz,SRR30613619,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L001_R1_001-2_S4_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13323696054,4.3,0.573685,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L001_R2_001.fastq.gz,13.32,HiC,,
HG03669,2,HG03669-26a-2_S4_L004_R1_001.fastq.gz,SRR30613616,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L004_R1_001-2_S4_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13365275906,4.31,0.559565,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R1_001.fastq.gz,13.37,HiC,,
HG03669,2,HG03669-26a-2_S4_L004_R2_001.fastq.gz,SRR30613616,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L004_R1_001-2_S4_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13364684174,4.31,0.573031,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R2_001.fastq.gz,13.36,HiC,,
HG03669,2,HG03669-26a-2_S4_L002_R1_001.fastq.gz,SRR30613618,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L002_R1_001-2_S4_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13428824069,4.33,0.538015,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L002_R1_001.fastq.gz,13.43,HiC,,
HG03669,2,HG03669-26a-2_S4_L002_R2_001.fastq.gz,SRR30613618,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-2-2_S4_L002_R1_001-2_S4_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,13428542441,4.33,0.545577,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L002_R2_001.fastq.gz,13.43,HiC,,
HG03669,2,HG03669-26a-1_S3_L003_R1_001.fastq.gz,SRR30613778,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L003_R1_001-1_S3_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,17709235374,5.71,0.569307,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L003_R1_001.fastq.gz,17.71,HiC,,
HG03669,2,HG03669-26a-1_S3_L003_R2_001.fastq.gz,SRR30613778,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L003_R1_001-1_S3_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,17708385495,5.71,0.516357,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L003_R2_001.fastq.gz,17.71,HiC,,
HG03669,2,HG03669-26a-1_S3_L002_R1_001.fastq.gz,SRR30613876,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L002_R1_001-1_S3_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18802834522,6.07,0.561043,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L002_R1_001.fastq.gz,18.80,HiC,,
HG03669,2,HG03669-26a-1_S3_L002_R2_001.fastq.gz,SRR30613876,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L002_R1_001-1_S3_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,18802545695,6.07,0.499494,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L002_R2_001.fastq.gz,18.80,HiC,,
HG03669,2,HG03669-26a-1_S3_L004_R1_001.fastq.gz,SRR30613620,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L004_R1_001-1_S3_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19556889119,6.31,0.563446,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L004_R1_001.fastq.gz,19.56,HiC,,
HG03669,2,HG03669-26a-1_S3_L004_R2_001.fastq.gz,SRR30613620,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L004_R1_001-1_S3_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19556209542,6.31,0.521913,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L004_R2_001.fastq.gz,19.56,HiC,,
HG03669,2,HG03669-26a-1_S3_L001_R1_001.fastq.gz,SRR30613877,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L001_R1_001-1_S3_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19869906911,6.41,0.528137,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L001_R1_001.fastq.gz,19.87,HiC,,
HG03669,2,HG03669-26a-1_S3_L001_R2_001.fastq.gz,SRR30613877,SRP305758,PRJNA701308,SAMN26237512,HG03669-26a-1-1_S3_L001_R1_001-1_S3_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,19869171647,6.41,0.507607,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L001_R2_001.fastq.gz,19.87,HiC,,
HG03672,3,HG03672-2_FC1_S12_L001_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021692,HG03672-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned reads,fastq,paired,RANDOM,no shear,35039815458,11.3,0.345855,s3://human-pangenomics/working/HPRC/HG03672/raw_data/hic/HG03672-2_FC1_S12_L001_R2_001.fastq.gz,35.04,HPRC-OmniC-100124Pools,,
