sample_id,filename,filetype,biosample_accession,library_id,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,ntsm_score,n50,total_gbp,coverage,coverage_over_100kb,coverage_over_200kb,coverage_over_300kb,coverage_over_400kb,coverage_over_500kb,coverage_over_1mb,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG03882,10_07_24_R1041_UL_HPRC_HG03882_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_07_24_R1041_UL_HPRC_HG03882_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03882/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_07_24_R1041_UL_HPRC_HG03882_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.504944,85403,90.87,27.54,11.93,4.07,1.34,0.48,0.2,0.02,52,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03882,10_07_24_R1041_UL_HPRC_HG03882_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_07_24_R1041_UL_HPRC_HG03882_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03882/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_07_24_R1041_UL_HPRC_HG03882_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.478928,91592,66.33,20.1,9.28,3.19,1.05,0.38,0.17,0.02,50,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03882,12_09_24_R1041_UL_HPRC_HG03882_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,12_09_24_R1041_UL_HPRC_HG03882_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03882/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG03882_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.528773,90739,131.25,39.77,18,5.07,1.15,0.26,0.08,0.01,24,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03882,12_09_24_R1041_UL_HPRC_HG03882_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,12_09_24_R1041_UL_HPRC_HG03882_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03882/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG03882_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.514229,92916,116.69,35.36,16.4,4.73,1.1,0.26,0.08,0.01,30,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03890,04_30_24_R1041_UL_HPRC_HG03890_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG03890_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03890/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/04_30_24_R1041_UL_HPRC_HG03890_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.517348,115314,90.07,27.3,15.3,6.61,2.38,0.81,0.29,0.02,64,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03890,04_30_24_R1041_UL_HPRC_HG03890_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG03890_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03890/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/04_30_24_R1041_UL_HPRC_HG03890_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.299476,112929,66.56,20.17,11.1,4.85,1.86,0.75,0.36,0.07,186,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03890,04_30_24_R1041_UL_HPRC_HG03890_3_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,04_30_24_R1041_UL_HPRC_HG03890_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03890/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/04_30_24_R1041_UL_HPRC_HG03890_3_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.423075,117296,78.35,23.74,13.51,5.87,2.11,0.73,0.28,0.04,93,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03902,10_28_24_R1041_UL_HPRC_HG03902_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_28_24_R1041_UL_HPRC_HG03902_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03902/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_28_24_R1041_UL_HPRC_HG03902_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.489155,100587,75.62,22.92,11.53,2.97,0.47,0.09,0.05,0.01,21,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03902,10_28_24_R1041_UL_HPRC_HG03902_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_28_24_R1041_UL_HPRC_HG03902_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03902/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_28_24_R1041_UL_HPRC_HG03902_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.498963,102664,91.32,27.67,14.23,3.68,0.6,0.1,0.04,0.01,28,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03919,01_16_24_R1041_HPRC_HG03919_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,01_16_24_R1041_HPRC_HG03919_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG03919_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.460909,26679,66.5,20.15,1.47,0.14,0.01,0,0,0,0,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,01_16_24_R1041_HPRC_HG03919_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,01_16_24_R1041_HPRC_HG03919_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG03919_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.448304,35257,79.89,24.21,2.89,0.33,0.04,0.01,0,0,2,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,01_16_24_R1041_HPRC_HG03919_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,01_16_24_R1041_HPRC_HG03919_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG03919_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.476372,50744,63.92,19.37,5.4,1.33,0.28,0.08,0.05,0.02,50,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,01_16_24_R1041_HPRC_HG03919_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,01_16_24_R1041_HPRC_HG03919_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG03919_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.412248,77853,73.11,22.15,8.31,1.76,0.34,0.14,0.1,0.03,78,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,11_14_23_R1041_HPRC_HG03919_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,11_14_23_R1041_HPRC_HG03919_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG03919_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.655456,87389,5.57,1.69,0.74,0.2,0.05,0.01,0,0,1,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,11_14_23_R1041_HPRC_HG03919_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,11_14_23_R1041_HPRC_HG03919_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG03919_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.75249,81031,2.97,0.9,0.36,0.1,0.02,0,0,0,1,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03919,11_14_23_R1041_HPRC_HG03919_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021699,11_14_23_R1041_HPRC_HG03919_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03919/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG03919_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.651725,74523,5.79,1.76,0.65,0.16,0.03,0.01,0,0,1,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG03927,12_09_24_R1041_UL_HPRC_HG03927_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267386,12_09_24_R1041_UL_HPRC_HG03927_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03927/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_09_24_R1041_UL_HPRC_HG03927_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.476326,109287,106.87,32.38,17.64,5.95,1.54,0.34,0.08,0,11,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03927,12_16_24_R1041_UL_HPRC_HG03927_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267386,12_16_24_R1041_UL_HPRC_HG03927_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03927/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_16_24_R1041_UL_HPRC_HG03927_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.481937,106868,99.9,30.27,16.15,5.37,1.4,0.32,0.08,0.01,32,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03942,11_12_24_R1041_UL_HPRC_HG03942_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267387,11_12_24_R1041_UL_HPRC_HG03942_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03942/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG03942_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.517917,93147,80.21,24.31,11.34,3.59,1.01,0.29,0.14,0.03,88,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03942,11_12_24_R1041_UL_HPRC_HG03942_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267387,11_12_24_R1041_UL_HPRC_HG03942_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03942/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG03942_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.503024,93408,95.37,28.9,13.5,4.17,1.09,0.29,0.12,0.03,64,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03995,10_28_24_R1041_UL_HPRC_HG03995_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_28_24_R1041_UL_HPRC_HG03995_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03995/raw_data/nanopore/sup5.0.0/10_28_24_R1041_UL_HPRC_HG03995_2_dorado0.9.1_sup5.0.0.bam,0.502045,115346,74.89,22.7,13.02,4.28,0.91,0.18,0.06,0.02,40,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG03995,10_28_24_R1041_UL_HPRC_HG03995_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,bam,#N/A,10_28_24_R1041_UL_HPRC_HG03995_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03995/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_28_24_R1041_UL_HPRC_HG03995_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam,0.488409,116820,71.21,21.58,12.53,4.24,1.01,0.23,0.07,0.01,30,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG04115,11_12_24_R1041_UL_HPRC_HG04115_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267388,11_12_24_R1041_UL_HPRC_HG04115_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04115/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG04115_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.488262,98738,87.91,26.64,13.13,2.72,0.41,0.12,0.06,0.01,19,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG04115,11_12_24_R1041_UL_HPRC_HG04115_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267388,11_12_24_R1041_UL_HPRC_HG04115_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04115/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG04115_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.486287,104081,101.06,30.63,16,3.56,0.46,0.12,0.06,0.01,36,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG04144,10_21_24_R1041_UL_HPRC_HG04144_1_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG04144_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04144/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG04144_1_dorado0.9.1_sup5.0.0.bam,0.51623,117014,97.01,29.4,17.1,5.75,1.34,0.29,0.1,0.02,54,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG04144,10_21_24_R1041_UL_HPRC_HG04144_2_dorado0.9.1_sup5.0.0.bam,bam,#N/A,10_21_24_R1041_UL_HPRC_HG04144_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.1,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04144/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG04144_2_dorado0.9.1_sup5.0.0.bam,0.491602,121398,74.96,22.71,13.62,4.77,1.13,0.22,0.06,0,13,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year5,R1041
HG04153,09_06_23_R1041_HPRC_HG04153_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021681,09_06_23_R1041_HPRC_HG04153_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04153/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_06_23_R1041_HPRC_HG04153_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.438147,88531,53.37,16.17,7.07,1.78,0.41,0.13,0.06,0.01,28,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG04153,09_06_23_R1041_HPRC_HG04153_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021681,09_06_23_R1041_HPRC_HG04153_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04153/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_06_23_R1041_HPRC_HG04153_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.437731,89872,60.2,18.24,8.07,1.94,0.41,0.11,0.05,0.01,22,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG04153,09_06_23_R1041_HPRC_HG04153_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN41021681,09_06_23_R1041_HPRC_HG04153_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads,no shear,no SS,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04153/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/09_06_23_R1041_HPRC_HG04153_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,0.444766,94129,46.8,14.18,6.63,1.75,0.4,0.12,0.05,0.01,31,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year4,R1041
HG04157,12_02_24_R1041_UL_HPRC_HG04157_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37706909,12_02_24_R1041_UL_HPRC_HG04157_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04157/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG04157_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.488894,105875,69.61,21.09,11.13,3.72,1,0.29,0.11,0.02,45,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG04157,12_02_24_R1041_UL_HPRC_HG04157_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37706909,12_02_24_R1041_UL_HPRC_HG04157_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-NEB method,unaligned reads with 5mCG_5hmCG mods,no shear,no SS,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04157/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/12_02_24_R1041_UL_HPRC_HG04157_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,0.501193,105280,66.85,20.26,10.63,3.52,0.95,0.27,0.1,0.02,47,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
